número_pokedex,nombre_japonés,nombre,Evolución,habilidades,contra_bicho,contra_siniestro,contra_dragón,contra_eléctrico,contra_hada,contra_lucha,contra_fuego,contra_volador,contra_fantasma,contra_planta,contra_tierra,contra_hielo,contra_normal,contra_veneno,contra_psíquico,contra_roca,contra_acero,contra_agua,ataque,pasos_base_huevo,felicidad_base,total_base,tasa_captura,clasificación,defensa,crecimiento_experiencia,altura_m,hp,ataque_especial,defensa_especial,velocidad,tipo1,tipo2,peso_kg,generación,es_legendario
608,Lamplerランプラー,Lampent,Chandelure,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,40,5120,70,370,90,Lamp Pokémon,60,1059860,0.6,60,95,60,55,ghost,fire,13.0,5,0
609,Chandelaシャンデラ,Chandelure,No evoluciona,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,55,5120,70,520,45,Luring Pokémon,90,1059860,1.0,60,145,90,80,ghost,fire,34.3,5,0
610,Kibagoキバゴ,Axew,Fraxure,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,87,10240,35,320,75,Tusk Pokémon,60,1250000,0.6,46,30,40,57,dragon,NINGUNO,18.0,5,0
611,Onondoオノンド,Fraxure,Haxorus,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,117,10240,35,410,60,Axe Jaw Pokémon,70,1250000,1.0,66,40,50,67,dragon,NINGUNO,36.0,5,0
612,Ononokusオノノクス,Haxorus,No evoluciona,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,147,10240,35,540,45,Axe Jaw Pokémon,90,1250000,1.8,76,60,70,97,dragon,NINGUNO,105.5,5,0
613,Kumasyunクマシュン,Cubchoo,Beartic,"['Snow Cloak', 'Slush Rush', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,70,5120,70,305,120,Chill Pokémon,40,1000000,0.5,55,60,40,40,ice,NINGUNO,8.5,5,0
614,Tunbearツンベアー,Beartic,No evoluciona,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,130,5120,70,505,60,Freezing Pokémon,80,1000000,2.6,95,70,80,50,ice,NINGUNO,260.0,5,0
615,Freegeoフリージオ,Cryogonal,No evoluciona,['Levitate'],1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,6400,70,515,25,Crystallizing Pokémon,50,1000000,1.1,80,95,135,105,ice,NINGUNO,148.0,5,0
616,Chobomakiチョボマキ,Shelmet,Accelgor,"['Hydration', 'Shell Armor', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,40,3840,70,305,200,Snail Pokémon,85,1000000,0.4,50,40,65,25,bug,NINGUNO,7.7,5,0
617,Agilderアギルダー,Accelgor,No evoluciona,"['Hydration', 'Sticky Hold', 'Unburden']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,70,3840,70,495,75,Shell Out Pokémon,40,1000000,0.8,80,100,60,145,bug,NINGUNO,25.3,5,0
618,Maggyoマッギョ,Stunfisk,No evoluciona,"['Static', 'Limber', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,66,5120,70,471,75,Trap Pokémon,84,1000000,0.7,109,81,99,32,ground,electric,11.0,5,0
619,Kojofuコジョフー,Mienfoo,Mienshao,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,85,6400,70,350,180,Martial Arts Pokémon,50,1059860,0.9,45,55,50,65,fighting,NINGUNO,20.0,5,0
620,Kojondoコジョンド,Mienshao,No evoluciona,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,6400,70,510,45,Martial Arts Pokémon,60,1059860,1.4,65,95,60,105,fighting,NINGUNO,35.5,5,0
621,Crimganクリムガン,Druddigon,No evoluciona,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,120,7680,70,485,45,Cave Pokémon,90,1000000,1.6,77,60,90,48,dragon,NINGUNO,139.0,5,0
622,Gobitゴビット,Golett,Golurk,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,74,6400,70,303,190,Automaton Pokémon,50,1000000,1.0,59,35,50,35,ground,ghost,92.0,5,0
623,Goloogゴルーグ,Golurk,No evoluciona,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,124,6400,70,483,90,Automaton Pokémon,80,1000000,2.8,89,55,80,55,ground,ghost,330.0,5,0
624,Komatanaコマタナ,Pawniard,Bisharp,"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,85,5120,35,340,120,Sharp Blade Pokémon,70,1000000,0.5,45,40,40,60,dark,steel,10.2,5,0
625,Kirikizanキリキザン,Bisharp,No evoluciona,"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,125,5120,35,490,45,Sword Blade Pokémon,100,1000000,1.6,65,60,70,70,dark,steel,70.0,5,0
626,Buffronバッフロン,Bouffalant,No evoluciona,"['Reckless', 'Sap Sipper', 'Soundproof']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,5120,70,490,45,Bash Buffalo Pokémon,95,1000000,1.6,95,40,95,55,normal,NINGUNO,94.6,5,0
627,Washibonワシボン,Rufflet,Braviary,"['Keen Eye', 'Sheer Force', 'Hustle']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,83,5120,70,350,190,Eaglet Pokémon,50,1250000,0.5,70,37,50,60,normal,flying,10.5,5,0
628,Warrgleウォーグル,Braviary,No evoluciona,"['Keen Eye', 'Sheer Force', 'Defiant']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,123,5120,70,510,60,Valiant Pokémon,75,1250000,1.5,100,57,75,80,normal,flying,41.0,5,0
629,Valchaiバルチャイ,Vullaby,Mandibuzz,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,55,5120,35,370,190,Diapered Pokémon,75,1250000,0.5,70,45,65,60,dark,flying,9.0,5,0
630,Vulginaバルジーナ,Mandibuzz,No evoluciona,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,65,5120,35,510,60,Bone Vulture Pokémon,105,1250000,1.2,110,55,95,80,dark,flying,39.5,5,0
631,Kuitaranクイタラン,Heatmor,No evoluciona,"['Gluttony', 'Flash Fire', 'White Smoke']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,97,5120,70,484,90,Anteater Pokémon,66,1000000,1.4,85,105,66,65,fire,NINGUNO,58.0,5,0
632,Aiantアイアント,Durant,No evoluciona,"['Swarm', 'Hustle', 'Truant']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,109,5120,70,484,90,Iron Ant Pokémon,112,1000000,0.3,58,48,48,109,bug,steel,33.0,5,0
633,Monozuモノズ,Deino,Zweilous,['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,65,10240,35,300,45,Irate Pokémon,50,1250000,0.8,52,45,50,38,dark,dragon,17.3,5,0
634,Diheadジヘッド,Zweilous,Hydreigon,['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,85,10240,35,420,45,Hostile Pokémon,70,1250000,1.4,72,65,70,58,dark,dragon,50.0,5,0
635,Sazandoraサザンドラ,Hydreigon,No evoluciona,['Levitate'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,105,10240,35,600,45,Brutal Pokémon,90,1250000,1.8,92,125,90,98,dark,dragon,160.0,5,0
636,Merlarvaメラルバ,Larvesta,Volcarona,"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,85,10240,70,360,45,Torch Pokémon,55,1250000,1.1,55,50,55,60,bug,fire,28.8,5,0
637,Ulgamothウルガモス,Volcarona,No evoluciona,"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,60,10240,70,550,15,Sun Pokémon,65,1250000,1.6,85,135,105,100,bug,fire,46.0,5,0
638,Cobalonコバルオン,Cobalion,No evoluciona,['Justified'],0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,90,20480,35,580,3,Iron Will Pokémon,129,1250000,2.1,91,90,72,108,steel,fighting,250.0,5,1
639,Terrakionテラキオン,Terrakion,No evoluciona,['Justified'],0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0,129,20480,35,580,3,Cavern Pokémon,90,1250000,1.9,91,72,90,108,rock,fighting,260.0,5,1
640,Virizionビリジオン,Virizion,No evoluciona,['Justified'],1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,90,20480,35,580,3,Grassland Pokémon,72,1250000,2.0,91,90,129,108,grass,fighting,200.0,5,1
641,Tornelos (keshin Forme)トルネロス,Tornadus,No evoluciona,"['Prankster', 'Defiant', 'Regenerator']",0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,100,30720,90,580,3,Cyclone Pokémon,80,1250000,1.5,79,110,90,121,flying,NINGUNO,63.0,5,1
642,Voltolos (keshin Forme)ボルトロス,Thundurus,No evoluciona,"['Prankster', 'Defiant', 'Volt Absorb']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,105,30720,90,580,3,Bolt Strike Pokémon,70,1250000,1.5,79,145,80,101,electric,flying,61.0,5,1
643,Reshiramレシラム,Reshiram,No evoluciona,['Turboblaze'],0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,120,30720,0,680,3,Vast White Pokémon,100,1250000,3.2,100,150,120,90,dragon,fire,330.0,5,1
644,Zekromゼクロム,Zekrom,No evoluciona,['Teravolt'],1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,150,30720,0,680,3,Deep Black Pokémon,120,1250000,2.9,100,120,100,90,dragon,electric,345.0,5,1
645,Landlos (keshin Forme)ランドロス,Landorus,No evoluciona,"['Sand Force', 'Sheer Force', 'Intimidate']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,145,30720,90,600,3,Abundance Pokémon,90,1250000,1.5,89,105,80,91,ground,flying,68.0,5,1
646,Kyuremキュレム,Kyurem,No evoluciona,"['Pressure', 'Teravolt', 'Turboblaze']",1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,120,30720,0,700,3,Boundary Pokémon,90,1250000,3.0,125,170,100,95,dragon,ice,325.0,5,1
647,Keldeo (itsumo No Sugata)ケルディオ,Keldeo,No evoluciona,['Justified'],0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,72,20480,35,580,3,Colt Pokémon,90,1250000,1.4,91,129,90,108,water,fighting,48.5,5,1
648,Meloetta (step Forme)メロエッタ,Meloetta,No evoluciona,['Serene Grace'],2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,128,30720,100,600,3,Melody Pokémon,90,1250000,0.6,100,77,77,128,normal,psychic,6.5,5,1
649,Genesectゲノセクト,Genesect,No evoluciona,['Download'],0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,120,30720,0,600,3,Paleozoic Pokémon,95,1250000,1.5,71,120,95,99,bug,steel,82.5,5,1
650,Harimaronハリマロン,Chespin,Quilladin,"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,61,5120,70,313,45,Spiky Nut Pokémon,65,1059860,0.4,56,48,45,38,grass,NINGUNO,9.0,6,0
651,Hariborgハリボーグ,Quilladin,Chesnaught,"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,78,5120,70,405,45,Spiny Armor Pokémon,95,1059860,0.7,61,56,58,57,grass,NINGUNO,29.0,6,0
652,Brigarronブリガロン,Chesnaught,No evoluciona,"['Overgrow', 'Bulletproof']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,107,5120,70,530,45,Spiny Armor Pokémon,122,1059860,1.6,88,74,75,64,grass,fighting,90.0,6,0
653,Fokkoフォッコ,Fennekin,Braixen,"['Blaze', 'Magician']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,45,5120,70,307,45,Fox Pokémon,40,1059860,0.4,40,62,60,60,fire,NINGUNO,9.4,6,0
654,Tairenarテールナー,Braixen,Delphox,"['Blaze', 'Magician']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,59,5120,70,409,45,Fox Pokémon,58,1059860,1.0,59,90,70,73,fire,NINGUNO,14.5,6,0
655,Mahoxyマフォクシー,Delphox,No evoluciona,"['Blaze', 'Magician']",1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,69,5120,70,534,45,Fox Pokémon,72,1059860,1.5,75,114,100,104,fire,psychic,39.0,6,0
656,Keromatsuケロマツ,Froakie,Frogadier,"['Torrent', 'Protean']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,56,5120,70,314,45,Bubble Frog Pokémon,40,1059860,0.3,41,62,44,71,water,NINGUNO,7.0,6,0
657,Gekogashiraゲコガシラ,Frogadier,Greninja,"['Torrent', 'Protean']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,63,5120,70,405,45,Bubble Frog Pokémon,52,1059860,0.6,54,83,56,97,water,NINGUNO,10.9,6,0
658,Gekkougaゲッコウガ,Greninja,No evoluciona,"['Torrent', 'Protean', 'Battle Bond']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,145,5120,70,640,45,Ninja Pokémon,67,1059860,1.5,72,153,71,132,water,dark,40.0,6,0
659,Horubeeホルビー,Bunnelby,Diggersby,"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36,3840,70,237,255,Digging Pokémon,38,1000000,0.4,38,32,36,57,normal,NINGUNO,5.0,6,0
660,Horudoホルード,Diggersby,No evoluciona,"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,56,3840,70,423,127,Digging Pokémon,77,1000000,1.0,85,50,77,78,normal,ground,42.4,6,0
661,Yayakomaヤヤコマ,Fletchling,Fletchinder,"['Big Pecks', 'Gale Wings']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50,3840,70,278,255,Tiny Robin Pokémon,43,1059860,0.3,45,40,38,62,normal,flying,1.7,6,0
662,Hinoyakomaヒノヤコマ,Fletchinder,Talonflame,"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,73,3840,70,382,120,Ember Pokémon,55,1059860,0.7,62,56,52,84,fire,flying,16.0,6,0
663,Fiarrowファイアロー,Talonflame,No evoluciona,"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,81,3840,70,499,45,Scorching Pokémon,71,1059860,1.2,78,74,69,126,fire,flying,24.5,6,0
664,Kofukimushiコフキムシ,Scatterbug,Spewpa,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,70,200,255,Scatterdust Pokémon,40,1000000,0.3,38,27,25,35,bug,NINGUNO,2.5,6,0
665,Kofuuraiコフーライ,Spewpa,Vivillon,"['Shed Skin', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,22,3840,70,213,120,Scatterdust Pokémon,60,1000000,0.3,45,27,30,29,bug,NINGUNO,8.4,6,0
666,Viviyonビビヨン,Vivillon,No evoluciona,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,52,3840,70,411,45,Scale Pokémon,50,1000000,1.2,80,90,50,89,bug,flying,17.0,6,0
667,Shishikoシシコ,Litleo,Pyroar,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,50,5120,70,369,220,Lion Cub Pokémon,58,1059860,0.6,62,73,54,72,fire,normal,13.5,6,0
668,Kaenjishiカエンジシ,Pyroar,No evoluciona,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,68,5120,70,507,65,Royal Pokémon,72,1059860,1.5,86,109,66,106,fire,normal,81.5,6,0
669,Flabebeフラベベ,Flabébé,Floette,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,38,5120,70,303,225,Single Bloom Pokémon,39,1000000,0.1,44,61,79,42,fairy,NINGUNO,0.1,6,0
670,Floetteフラエッテ,Floette,Florges,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,5120,70,551,120,Fairy Pokémon,67,1000000,0.2,74,125,128,92,fairy,NINGUNO,0.9,6,0
671,Florgesフラージェス,Florges,No evoluciona,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,5120,70,552,45,Garden Pokémon,68,1000000,1.1,78,112,154,75,fairy,NINGUNO,10.0,6,0
672,Meecleメェークル,Skiddo,Gogoat,"['Sap Sipper', 'Grass Pelt']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65,5120,70,350,200,Mount Pokémon,48,1000000,0.9,66,62,57,52,grass,NINGUNO,31.0,6,0
673,Gogoatゴーゴート,Gogoat,No evoluciona,"['Sap Sipper', 'Grass Pelt']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,5120,70,531,45,Mount Pokémon,62,1000000,1.7,123,97,81,68,grass,NINGUNO,91.0,6,0
674,Yanchamヤンチャム,Pancham,Pangoro,"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,82,6400,70,348,220,Playful Pokémon,62,1000000,0.6,67,46,48,43,fighting,NINGUNO,8.0,6,0
675,Gorondaゴロンダ,Pangoro,No evoluciona,"['Iron Fist', 'Mold Breaker', 'Scrappy']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,124,6400,70,495,65,Daunting Pokémon,78,1000000,2.1,95,69,71,58,fighting,dark,136.0,6,0
676,Trimmienトリミアン,Furfrou,No evoluciona,['Fur Coat'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,472,160,Poodle Pokémon,60,1000000,1.2,75,65,90,102,normal,NINGUNO,28.0,6,0
677,Nyasperニャスパー,Espurr,Meowstic,"['Keen Eye', 'Infiltrator', 'Own Tempo']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,5120,70,355,190,Restraint Pokémon,54,1000000,0.3,62,63,60,68,psychic,NINGUNO,3.5,6,0
678,Nyaonixニャオニクス,Meowstic,No evoluciona,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,5120,70,466,75,Constraint Pokémon,76,1000000,0.6,74,83,81,104,psychic,NINGUNO,8.5,6,0
679,Hitotsukiヒトツキ,Honedge,Doublade,['No Guard'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,80,5120,70,325,180,Sword Pokémon,100,1000000,0.8,45,35,37,28,steel,ghost,2.0,6,0
680,Nidangillニダンギル,Doublade,Aegislash,['No Guard'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,110,5120,70,448,90,Sword Pokémon,150,1000000,0.8,59,45,49,35,steel,ghost,4.5,6,0
681,Gillgardギルガルド,Aegislash,No evoluciona,['Stance Change'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,150,5120,70,520,45,Royal Sword Pokémon,50,1000000,1.7,60,150,50,60,steel,ghost,53.0,6,0
682,Shushupuシュシュプ,Spritzee,Aromatisse,"['Healer', 'Aroma Veil']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,52,5120,70,341,200,Perfume Pokémon,60,1000000,0.2,78,63,65,23,fairy,NINGUNO,0.5,6,0
683,Frefuwanフレフワン,Aromatisse,No evoluciona,"['Healer', 'Aroma Veil']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,72,5120,70,462,140,Fragrance Pokémon,72,1000000,0.8,101,99,89,29,fairy,NINGUNO,15.5,6,0
684,Peroppafuペロッパフ,Swirlix,Slurpuff,"['Sweet Veil', 'Unburden']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,48,5120,70,341,200,Cotton Candy Pokémon,66,1000000,0.4,62,59,57,49,fairy,NINGUNO,3.5,6,0
685,Peroreamペロリーム,Slurpuff,No evoluciona,"['Sweet Veil', 'Unburden']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,80,5120,70,480,140,Meringue Pokémon,86,1000000,0.8,82,85,75,72,fairy,NINGUNO,5.0,6,0
686,Maaiikaマーイーカ,Inkay,Malamar,"['Contrary', 'Suction Cups', 'Infiltrator']",4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,54,5120,70,288,190,Revolving Pokémon,53,1000000,0.4,53,37,46,45,dark,psychic,3.5,6,0
